Year_Birth,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,number_of_progeny,years_since_joining_company,MntProds,AcceptedCmp,NumAllPurchases,Age,Total_Children,Family_Size,Has_Children,Has_Teenagers,Has_Young_Kids,Child_Dependency_Ratio,Income_Per_Person,Is_High_Income,Total_Spending,Spending_Per_Income,Spending_Per_Person,Avg_Monthly_Spending,Wine_Preference,Fruit_Preference,Meat_Preference,Fish_Preference,Sweet_Preference,Gold_Preference,Luxury_Spending,Essential_Spending,Luxury_Ratio,Essential_Ratio,Web_Purchase_Ratio,Store_Purchase_Ratio,Catalog_Purchase_Ratio,Deal_Purchase_Ratio,Channels_Used,Is_Multi_Channel,Deal_Sensitivity,Is_Deal_Hunter,Avg_Purchase_Frequency,Days_Between_Purchases,Avg_Spending_Per_Purchase,Campaign_Response_Rate,Is_Campaign_Responsive,Web_Visits_Per_Month,Web_Visits_Per_Purchase,Web_Conversion_Rate,Is_Web_Browser,Satisfaction_Score,Is_Recent_Customer,Customer_Lifetime_Value,Annual_Value,Loyalty_Score,Education_encoded,Income_Age_Interaction,Family_Income_Interaction,Spending_Age_Interaction,Income_Education_Interaction,Purchases_Per_Visit,Spending_Per_Visit,Income_Squared,Total_Spending_Squared,Age_Squared,Recency_Squared,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Widow,Age_Group_Young,Age_Group_Middle,Age_Group_Senior,Generation_Baby_Boomer,Generation_Gen_X,Generation_Millennial,Generation_Silent,Income_Quintile_Q1,Income_Quintile_Q2,Income_Quintile_Q3,Income_Quintile_Q4,Income_Quintile_Q5,Spending_Tier_Low,Spending_Tier_Medium,Spending_Tier_High,Income_Tier_Low,Income_Tier_Medium,Income_Tier_High,Life_Stage_Empty_Nesters,Life_Stage_Middle_Couple,Life_Stage_Middle_Family,Life_Stage_Senior_Family,Life_Stage_Young_Couple,Life_Stage_Young_Family,Life_Stage_Young_Single,Customer_Type_Campaign_Responsive,Customer_Type_Deal_Hunter,Customer_Type_High_Value_Store,Customer_Type_High_Value_Web,Customer_Type_Luxury_Buyer,Customer_Type_Regular_Customer,Recency_Group_Active,Recency_Group_Moderate,Recency_Group_Inactive,Preferred_Channel_NumCatalogPurchases,Preferred_Channel_NumStorePurchases,Preferred_Channel_NumWebPurchases,Cluster,Cluster_Name
1961,61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,1,12,611,0,20,64,1,3,1,1,0,0.3333333333333333,20598.0,0,611,0.00988753135366939,203.66666666666666,4.213793103448276,0.43137254901960786,0.07679738562091504,0.30718954248366015,0.08823529411764706,0.07679738562091504,0.017973856209150325,275,289,0.4493464052287582,0.4722222222222222,0.19047619047619047,0.47619047619047616,0.19047619047619047,0.09523809523809523,3,1,0.09523809523809523,0,1.5384615384615385,208.57142857142858,29.095238095238095,0.0,0,2,0.4,1.3333333333333333,0,0.0,0,611,47.0,0.0,2,3954816.0,185382.0,39104,123588.0,1.3333333333333333,203.66666666666666,3818498436.0,373321,4096,5476,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,Premium Luxury Buyers
1955,53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,1,11,473,1,18,70,1,3,1,1,0,0.3333333333333333,17954.333333333332,0,473,0.008781375315609683,157.66666666666666,3.556390977443609,0.8417721518987342,0.008438818565400843,0.06329113924050633,0.012658227848101266,0.008438818565400843,0.06329113924050633,429,40,0.9050632911392406,0.08438818565400844,0.3684210526315789,0.3684210526315789,0.05263157894736842,0.15789473684210525,3,1,0.15789473684210525,1,1.5,211.31578947368422,24.894736842105264,0.2,1,7,0.875,0.875,1,0.2,1,473,39.416666666666664,2.2,1,3770410.0,161589.0,33110,53863.0,0.875,59.125,2901222769.0,223729,4900,16,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,Standard Customers Group 0
1959,24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,0,12,55,0,6,66,0,2,0,0,0,0.0,12110.5,0,55,0.002270663033605813,27.5,0.3793103448275862,0.14285714285714285,0.16071428571428573,0.16071428571428573,0.03571428571428571,0.08928571428571429,0.39285714285714285,30,20,0.5357142857142857,0.35714285714285715,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.14285714285714285,3,1,0.14285714285714285,0,0.46153846153846156,625.7142857142857,7.857142857142857,0.0,0,4,2.0,0.2,0,0.0,0,55,4.230769230769231,0.0,1,1598586.0,48442.0,3630,24221.0,0.2,11.0,586656841.0,3025,4356,8836,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,Standard Customers Group 0
1984,39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,1,13,81,0,7,41,1,2,1,0,1,0.5,19842.0,0,81,0.0020410734534458863,40.5,0.5159235668789809,0.23170731707317074,0.0,0.4268292682926829,0.07317073170731707,0.04878048780487805,0.2073170731707317,36,41,0.43902439024390244,0.5,0.25,0.25,0.125,0.25,3,1,0.25,1,0.5,593.125,10.125,0.0,0,7,2.3333333333333335,0.25,1,0.0,0,81,5.785714285714286,0.0,3,1627044.0,79368.0,3321,119052.0,0.25,10.125,1574819856.0,6561,1681,1681,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Standard Customers Group 0
1975,92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,0,13,2086,2,21,50,0,2,0,0,0,0.0,46081.5,1,2086,0.02263356625146478,1043.0,13.286624203821656,0.3914710110206037,0.08768567321514135,0.38188787733588886,0.05079060852898898,0.07810253953042645,0.009583133684714902,837,1086,0.40105414470531864,0.5203641590800192,0.22727272727272727,0.22727272727272727,0.5,0.0,3,1,0.0,0,1.5,215.6818181818182,94.81818181818181,0.4,1,2,0.3333333333333333,1.6666666666666667,0,0.4,1,2086,149.0,5.2,2,4608150.0,184326.0,104300,184326.0,1.6666666666666667,695.3333333333334,8494018569.0,4351396,2500,625,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,Premium Luxury Buyers
1965,69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,0,12,1478,0,20,60,0,1,0,0,0,0.0,69882.0,1,1478,0.021149635819870356,1478.0,10.193103448275862,0.19743069641649763,0.08586883029073698,0.42934415145368493,0.08924949290060852,0.08586883029073698,0.11156186612576065,457,894,0.30899256254225826,0.6044624746450304,0.14285714285714285,0.42857142857142855,0.3333333333333333,0.047619047619047616,3,1,0.047619047619047616,0,1.5384615384615385,208.57142857142858,70.38095238095238,0.0,0,1,0.25,1.5,0,0.0,0,1478,113.6923076923077,0.0,2,4192920.0,69882.0,88680,139764.0,1.5,739.0,4883493924.0,2184484,3600,8836,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,Premium Luxury Buyers
1977,33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,1,11,49,0,5,48,1,3,1,0,1,0.3333333333333333,11059.333333333334,0,49,0.0014768377588233522,16.333333333333332,0.3684210526315789,0.24,0.12,0.04,0.22,0.04,0.32,28,19,0.56,0.38,0.16666666666666666,0.5,0.0,0.16666666666666666,2,1,0.16666666666666666,1,0.4166666666666667,669.1666666666666,8.166666666666666,0.0,0,4,2.0,0.2,0,0.0,1,49,4.083333333333333,0.0,1,1592544.0,99534.0,2352,33178.0,0.2,9.8,1100779684.0,2401,2304,81,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,Standard Customers Group 0
1972,59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,0,12,382,0,15,53,0,2,0,0,0,0.0,29986.5,0,382,0.006369426751592357,191.0,2.6344827586206896,0.3394255874673629,0.0783289817232376,0.4386422976501306,0.05221932114882506,0.08877284595300261,0.0,130,218,0.3394255874673629,0.5691906005221932,0.1875,0.4375,0.25,0.0625,3,1,0.0625,0,1.1538461538461537,273.75,23.875,0.0,0,1,0.25,1.5,0,0.0,0,382,29.384615384615383,0.0,3,3178569.0,119946.0,20246,179919.0,1.5,191.0,3596760729.0,145924,2809,2209,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,Premium Luxury Buyers
1975,17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,1,12,69,0,9,50,1,3,1,0,1,0.3333333333333333,5819.666666666667,0,69,0.003951890034364261,23.0,0.47586206896551725,0.08571428571428572,0.05714285714285714,0.22857142857142856,0.04285714285714286,0.14285714285714285,0.42857142857142855,36,23,0.5142857142857142,0.32857142857142857,0.3,0.2,0.1,0.3,3,1,0.3,1,0.6923076923076923,438.0,6.9,0.0,0,7,1.75,0.375,1,0.0,1,69,5.3076923076923075,0.0,2,872950.0,52377.0,3450,34918.0,0.375,8.625,304816681.0,4761,2500,144,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,Standard Customers Group 0
1969,23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,1,13,67,0,6,56,1,2,1,0,1,0.5,11955.0,0,67,0.002802057630379323,33.5,0.4267515923566879,0.23529411764705882,0.17647058823529413,0.2647058823529412,0.10294117647058823,0.014705882352941176,0.19117647058823528,29,37,0.4264705882352941,0.5441176470588235,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285,2,1,0.14285714285714285,0,0.42857142857142855,677.8571428571429,9.571428571428571,0.0,0,7,2.3333333333333335,0.25,1,0.0,0,67,4.785714285714286,0.0,1,1338960.0,47820.0,3752,23910.0,0.25,8.375,571688100.0,4489,3136,6400,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Standard Customers Group 0
1969,42169.0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,2,12,30,0,6,56,2,4,1,1,1,0.5,10542.25,0,30,0.0007114062129475931,7.5,0.20689655172413793,0.6129032258064516,0.0,0.2903225806451613,0.0,0.0,0.06451612903225806,21,9,0.6774193548387096,0.2903225806451613,0.14285714285714285,0.42857142857142855,0.0,0.2857142857142857,2,1,0.2857142857142857,1,0.46153846153846156,625.7142857142857,4.285714285714286,0.0,0,8,4.0,0.1111111111111111,1,0.0,1,30,2.3076923076923075,0.0,2,2361464.0,168676.0,1680,84338.0,0.1111111111111111,3.3333333333333335,1778224561.0,900,3136,400,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,Standard Customers Group 0
1978,26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,1,12,63,0,9,47,1,3,1,0,1,0.3333333333333333,8741.333333333334,0,63,0.002402287893231649,21.0,0.43448275862068964,0.0625,0.109375,0.234375,0.203125,0.140625,0.234375,19,35,0.296875,0.546875,0.2,0.3,0.1,0.3,3,1,0.3,1,0.6923076923076923,438.0,6.3,0.0,0,6,2.0,0.2857142857142857,0,0.0,0,63,4.846153846153846,0.0,2,1232528.0,78672.0,2961,52448.0,0.2857142857142857,9.0,687698176.0,3969,2209,1521,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Standard Customers Group 0
1981,31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,1,13,79,0,10,44,1,3,1,0,1,0.3333333333333333,10363.0,0,79,0.0025410099710517853,26.333333333333332,0.5031847133757962,0.3875,0.0375,0.3875,0.025,0.1,0.05,35,36,0.4375,0.45,0.2727272727272727,0.36363636363636365,0.0,0.2727272727272727,2,1,0.2727272727272727,1,0.7142857142857143,431.3636363636364,7.181818181818182,0.0,0,8,2.0,0.3333333333333333,1,0.0,0,79,5.642857142857143,0.0,1,1367916.0,93267.0,3476,31089.0,0.3333333333333333,8.777777777777779,966525921.0,6241,1936,3249,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Standard Customers Group 0
1961,30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,1,12,42,0,5,64,1,2,1,1,0,0.5,15040.5,0,42,0.0013961837643773685,21.0,0.2896551724137931,0.8372093023255814,0.0,0.046511627906976744,0.0,0.0,0.09302325581395349,40,2,0.9302325581395349,0.046511627906976744,0.16666666666666666,0.5,0.0,0.16666666666666666,2,1,0.16666666666666666,1,0.38461538461538464,730.0,7.0,0.0,0,7,3.5,0.125,1,0.0,1,42,3.230769230769231,0.0,1,1925184.0,60162.0,2688,30081.0,0.125,5.25,904866561.0,1764,4096,729,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,Standard Customers Group 0
1960,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,1,13,819,0,23,65,1,3,1,1,0,0.3333333333333333,20935.666666666668,0,819,0.01303974016048911,273.0,5.2165605095541405,0.6414634146341464,0.03414634146341464,0.16463414634146342,0.012195121951219513,0.025609756097560974,0.12073170731707317,625,173,0.7621951219512195,0.21097560975609755,0.20833333333333334,0.5,0.125,0.125,3,1,0.125,0,1.6428571428571428,197.70833333333334,34.125,0.0,0,5,0.8333333333333334,0.8333333333333334,0,0.0,0,819,58.5,0.0,1,4082455.0,188421.0,53235,62807.0,0.8333333333333334,136.5,3944719249.0,670761,4225,6889,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,Premium Luxury Buyers
1955,72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,0,12,1151,0,17,70,0,1,0,0,0,0.0,72906.0,1,1151,0.015787235793545202,1151.0,7.937931034482759,0.3472222222222222,0.027777777777777776,0.4505208333333333,0.06163194444444445,0.06510416666666667,0.046875,454,622,0.3940972222222222,0.5399305555555556,0.16666666666666666,0.5,0.2222222222222222,0.05555555555555555,3,1,0.05555555555555555,0,1.3076923076923077,243.33333333333334,63.94444444444444,0.0,0,1,0.25,1.5,0,0.0,0,1151,88.53846153846153,0.0,1,5103420.0,72906.0,80570,72906.0,1.5,575.5,5315284836.0,1324801,4900,6241,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,Premium Luxury Buyers
1948,61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,2,13,594,0,20,77,2,4,1,1,0,0.5,15366.75,0,594,0.009663564781675018,148.5,3.78343949044586,0.6890756302521008,0.02689075630252101,0.1915966386554622,0.0,0.008403361344537815,0.08235294117647059,459,130,0.7714285714285715,0.2184873949579832,0.23809523809523808,0.47619047619047616,0.09523809523809523,0.14285714285714285,3,1,0.14285714285714285,0,1.4285714285714286,225.95238095238096,28.285714285714285,0.0,0,5,0.8333333333333334,0.8333333333333334,0,0.0,0,594,42.42857142857143,0.0,3,4732959.0,245868.0,45738,184401.0,0.8333333333333334,99.0,3778192089.0,352836,5929,4761,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,Standard Customers Group 0
1966,49618.0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,2,12,129,0,11,59,2,4,1,1,1,0.5,12404.5,0,129,0.0025998105564400734,32.25,0.8896551724137931,0.6153846153846154,0.023076923076923078,0.2,0.03076923076923077,0.015384615384615385,0.1076923076923077,94,33,0.7230769230769231,0.25384615384615383,0.25,0.25,0.08333333333333333,0.3333333333333333,3,1,0.3333333333333333,1,0.8461538461538461,365.0,10.75,0.0,0,7,1.75,0.375,1,0.0,0,129,9.923076923076923,0.0,2,2927462.0,198472.0,7611,99236.0,0.375,16.125,2461945924.0,16641,3481,5929,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Standard Customers Group 0
1986,21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,1,13,213,0,12,39,1,2,1,0,1,0.5,10944.0,0,213,0.0097309150714971,106.5,1.356687898089172,0.411214953271028,0.04672897196261682,0.21495327102803738,0.009345794392523364,0.014018691588785047,0.29906542056074764,152,58,0.7102803738317757,0.27102803738317754,0.38461538461538464,0.15384615384615385,0.07692307692307693,0.3076923076923077,3,1,0.3076923076923077,1,0.8571428571428571,365.0,16.384615384615383,0.0,0,10,1.6666666666666667,0.45454545454545453,1,0.0,1,213,15.214285714285714,0.0,2,853632.0,43776.0,8307,43776.0,0.45454545454545453,19.363636363636363,479084544.0,45369,1521,225,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,Standard Customers Group 0
1973,42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,1,11,67,0,7,52,1,2,1,1,0,0.5,21214.5,0,67,0.0015790714117369785,33.5,0.5037593984962406,0.8088235294117647,0.0,0.08823529411764706,0.029411764705882353,0.0,0.058823529411764705,59,8,0.8676470588235294,0.11764705882352941,0.125,0.375,0.125,0.25,3,1,0.25,1,0.5833333333333334,501.875,8.375,0.0,0,5,2.5,0.16666666666666666,0,0.0,0,67,5.583333333333333,0.0,1,2206308.0,84858.0,3484,42429.0,0.16666666666666666,11.166666666666666,1800220041.0,4489,2704,9801,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,Standard Customers Group 0
1956,26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,3,12,28,0,5,69,3,4,1,1,1,0.75,6537.5,0,28,0.001070704753164315,7.0,0.19310344827586207,0.1724137931034483,0.034482758620689655,0.4482758620689655,0.10344827586206896,0.1724137931034483,0.034482758620689655,6,17,0.20689655172413793,0.5862068965517241,0.16666666666666666,0.5,0.0,0.16666666666666666,2,1,0.16666666666666666,1,0.38461538461538464,730.0,4.666666666666667,0.0,0,7,3.5,0.125,1,0.0,0,28,2.1538461538461537,0.0,1,1804350.0,104600.0,1932,26150.0,0.125,3.5,683822500.0,784,4761,3721,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Standard Customers Group 0
1975,30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,1,13,45,0,6,50,1,3,1,1,0,0.3333333333333333,10267.0,0,45,0.0014609440945393157,15.0,0.28662420382165604,0.17391304347826086,0.08695652173913043,0.10869565217391304,0.32608695652173914,0.043478260869565216,0.2391304347826087,19,24,0.41304347826086957,0.5217391304347826,0.14285714285714285,0.42857142857142855,0.0,0.2857142857142857,2,1,0.2857142857142857,1,0.42857142857142855,677.8571428571429,6.428571428571429,0.0,0,7,3.5,0.125,1,0.0,1,45,3.2142857142857144,0.0,1,1540050.0,92403.0,2250,30801.0,0.125,5.625,948701601.0,2025,2500,529,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,Standard Customers Group 0
1965,81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,0,11,1193,1,18,60,0,2,0,0,0,0.0,40584.0,1,1193,0.014697729428722788,596.5,8.969924812030076,0.34338358458961477,0.0,0.49581239530988275,0.12311557788944724,0.018425460636515914,0.018425460636515914,432,739,0.36180904522613067,0.61892797319933,0.3157894736842105,0.3684210526315789,0.21052631578947367,0.05263157894736842,3,1,0.05263157894736842,0,1.5,211.31578947368422,62.78947368421053,0.2,1,3,0.42857142857142855,1.5,0,0.2,0,1193,99.41666666666667,2.2,1,4870080.0,162336.0,71580,81168.0,1.5,298.25,6588244224.0,1423249,3600,7056,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,Premium Luxury Buyers
1969,26877.0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,0,12,268,0,12,56,0,1,0,0,0,0.0,26877.0,0,268,0.009970979983629735,268.0,1.8482758620689654,0.3754646840148699,0.048327137546468404,0.2825278810408922,0.07434944237918216,0.06691449814126393,0.14869888475836432,141,109,0.5241635687732342,0.4052044609665427,0.23076923076923078,0.46153846153846156,0.07692307692307693,0.15384615384615385,3,1,0.15384615384615385,0,0.9230769230769231,336.9230769230769,20.615384615384617,0.0,0,6,1.5,0.42857142857142855,0,0.0,0,268,20.615384615384617,0.0,2,1505112.0,26877.0,15008,53754.0,0.42857142857142855,38.285714285714285,722373129.0,71824,3136,5476,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,Standard Customers Group 0
1944,45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,0,12,266,0,12,81,0,1,0,0,0,0.0,45006.0,0,266,0.005910191747950319,266.0,1.8344827586206895,0.6067415730337079,0.09363295880149813,0.19850187265917604,0.0599250936329588,0.0,0.03745318352059925,172,94,0.6441947565543071,0.352059925093633,0.23076923076923078,0.5384615384615384,0.07692307692307693,0.07692307692307693,3,1,0.07692307692307693,0,0.9230769230769231,336.9230769230769,20.46153846153846,0.0,0,3,0.75,0.75,0,0.0,0,266,20.46153846153846,0.0,2,3645486.0,45006.0,21546,90012.0,0.75,66.5,2025540036.0,70756,6561,8100,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,Standard Customers Group 0
1973,18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,1,13,37,0,5,52,1,3,1,0,1,0.3333333333333333,6326.0,0,37,0.0019495231571737184,12.333333333333334,0.2356687898089172,0.05263157894736842,0.21052631578947367,0.02631578947368421,0.10526315789473684,0.18421052631578946,0.39473684210526316,17,13,0.4473684210526316,0.34210526315789475,0.16666666666666666,0.5,0.0,0.16666666666666666,2,1,0.16666666666666666,1,0.35714285714285715,790.8333333333334,6.166666666666667,0.0,0,8,4.0,0.1111111111111111,1,0.0,0,37,2.642857142857143,0.0,1,986856.0,56934.0,1924,18978.0,0.1111111111111111,4.111111111111111,360164484.0,1369,2704,1681,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Standard Customers Group 0
1967,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,3,12,37,0,7,58,3,5,1,1,1,0.6,4514.8,0,37,0.0016389811738648948,7.4,0.25517241379310346,0.6578947368421053,0.0,0.21052631578947367,0.05263157894736842,0.0,0.05263157894736842,27,10,0.7105263157894737,0.2631578947368421,0.25,0.375,0.0,0.25,2,1,0.25,1,0.5384615384615384,547.5,4.625,0.0,0,7,2.3333333333333335,0.25,1,0.0,1,37,2.8461538461538463,0.0,1,1309292.0,112870.0,2146,22574.0,0.25,4.625,509585476.0,1369,3364,784,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,Standard Customers Group 0
1969,48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,0,13,882,0,25,56,0,1,0,0,0,0.0,48240.0,0,882,0.018283203084513172,882.0,5.617834394904459,0.4405436013590034,0.10305775764439411,0.2808607021517554,0.072480181200453,0.05549263873159683,0.0464326160815402,430,403,0.4869762174405436,0.4563986409966025,0.23076923076923078,0.5,0.11538461538461539,0.11538461538461539,3,1,0.11538461538461539,0,1.7857142857142858,182.5,33.92307692307692,0.0,0,5,0.7142857142857143,1.0,0,0.0,0,882,63.0,0.0,3,2701440.0,48240.0,49392,144720.0,1.0,147.0,2327097600.0,777924,3136,5329,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,Premium Luxury Buyers
1974,45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,2,12,373,0,18,51,2,4,1,1,1,0.5,11459.25,0,373,0.008137353287665256,93.25,2.5724137931034483,0.5748663101604278,0.034759358288770054,0.232620320855615,0.045454545454545456,0.045454545454545456,0.06417112299465241,239,117,0.6390374331550802,0.31283422459893045,0.3157894736842105,0.2631578947368421,0.10526315789473684,0.2631578947368421,3,1,0.2631578947368421,1,1.3846153846153846,230.52631578947367,19.63157894736842,0.0,0,7,1.0,0.75,1,0.0,0,373,28.692307692307693,0.0,1,2337687.0,183348.0,19023,45837.0,0.75,46.625,2101030569.0,139129,2601,7744,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Standard Customers Group 0
